За чем остаются нерешенными
"За неполучением от Туруханского отдельного управления сведений, затребованных 12 декабря 1866 г. за № 2262. (Относится к делу 69)"
"После происходившей переписки о взыскании с разных лиц денег, именно: с Бухаретина Мухамеданина-Мусина 268 руб. и Ибрагима Юнусова 66 руб., предписано Томскому окружному суду 24 августа за № 1778 и о понуждении сообщено в Томское Губернское правление 9 декабря 1866 года за № 2546. Давыда Самакова 45 руб., предписано Сергачскому земскому суду 12 февраля 1864 г. за № 460 и о понуждении в последний раз сообщено в Нижегородское Губернское правление 9 декабря 1866 г. за № 2551. Сайфулы Ильясова 213 р., предписано Томскому земскому суду 27 марта 1862 г. за № 1054 и о понуждении земского суда в последний раз сообщено в Томское Губернское правление 9 Декабря 1866 г. за № 2547. Мухамета Митулова 25 руб., предписано Канскому земскому суду 30 мая 1864 г. за № 1644, о понуждении земского суда сообщено в Томское Губернское правление в последний раз 9 декабря 1866 г. за № 2548. (Относится к делу 70)"
