За чем остаются нерешенными
"За недоставлением Красноярскою Общею городовою управою по переписке Енисейской Общей городовой управы объяснений чиновников Абатурова и Мищенки, затребованных предписанием Губернского правления от 31 января 1866 года за № 462, повторенным 11 марта за № 1075, 11 апреля за № 1419, 20 июня за № 2553, 9 июля за № 2878, 23 августа за № 3750, 6 и 25 октября за № 4603 и 4933 и 31 декабря за № 6410. (Относится к делу 60)"
"За недоставлением Томскою Градскою полициею по переписке Ачинской Полицейской управы сведений, затребованных предписанием Губернского правления от 21 января 1864 г. за № 221, повторенным 25 июня за № 1887, 17 сентября за № 3034, 3 декабря за № 4599, 31 марта за № 1169. О скорейшем доставлении этих сведений писано Томскому Губернскому правлению 17 мая 1865 года за № 1600, 30 октября за № 3915, 30 ноября за № 4353, 14 февраля 1866 г. за № 511, 11 марта № 1059, 11 апреля № 1418, 21 июня № 2593, 8 июля № 2853, 23 августа № 3741, 6 октября № 4609 и 14 января 1867 г. № 151. (Относится к делу 61)"
"За недоставлением Красноярскою Общею городовою управою по переписке Енисейской Общей городовой управы сведений, затребованных предписанием Губернского правления от 29 сентября 1866 года за № 4496, повторенным 4 ноября № 5054 и 31 декабря за № 6395. (Относится к делу 62)"
"За недоставлением Красноярскою Общею городовою управою дополнительных сведений, затребованных предписанием Губернского правления от 23 декабря 1866 г. за № 6225. (Относится к делу 63)"
"За неполучением от Енисейского Губернского суда по переписке Енисейского Городового суда сведений, затребованных отношением Губернского правления от 4 августа 1866 года за № 3338, повторенным 23 августа № 3756, 6 октября № 4617 и 14 января 1867 года за № 146. (Относится к делу 64)"
