За чем остаются нерешенными
"Дело это остается неоконченным за невычетом из жалованья чиновника Антоновича упадающего на него взыскания 155 руб. 20 коп. остальных 88 руб. 27 коп., и за невзысканием с чиновника Фон Эзерского денег 310 руб. 40 коп., к уплате коих он оказался несостоятельным, почему взыскание сих денег обращено на дом, принадлежащий Фон Эзерскому, о продаже которого подробно объяснено в предыдущей отметке по делу чиновника Папкова."
"Дело это первоначально оставалось в нерешении за неприведением в исполнение решения Енисейского Губернского суда над крестьянином Гарлановым, над которым, после происходившей переписки за поступлением его в военную службу, приведение решения в исполнение приостановлено. За тем в настоящее время это дело остается неоконченным за недоставлением Губернскому правлению Енисейскою Общею городовою управою исполнительного донесения на предписание Первого отделения от 20 сентября 1866 г. за № 5309, подтвержденное 27 октября и 9 декабря, а потому Губернское правление 19 января 1867 г. за № 256 вышло с представлением к г-ну Енисейскому Губернатору о посылке за истребованием донесения в г. Енисейск насчет членов и секретаря управы, нарочного жандарма."
"По делу этому до половины 1866 г. производилась переписка с разными присутственными местами Енисейской и Томской губерний о дознании места пребывания мещанина Обласова и об объявлении ему решения Губернского суда, но как за всем тем Обласов остался нерозысканным в Енисейской и Томской губерниях, то о повсеместном разыскании его припечатана сыскная статья в прибавлениях к № 25 Енисейских губернских ведомостей 15 июня 1866 г."
