За чем остаются нерешенными
"За недостижением наследниками совершеннолетия. (Относится к делам 17–28, 30–31)"
"Опека учреждена по безумству мещанской дочери Ефросиньи Порываевой согласно указу Правительствующего Сената г-ну Енисейскому Губернатору от 15 мая 1863 г. № 1849. (Относится к делу 29)"
